Away_Team,Away_Score,Home_Team,Home_Score,Year,day,tourney_game
UNLV,60,New Mexico,65,2013,1/9/2013,0
Lees-McRae,47,North Carolina-Greensboro,86,2013,1/9/2013,0
Georgia Tech,70,North Carolina State,83,2013,1/9/2013,0
Evansville,62,Northern Iowa,59,2013,1/9/2013,0
Buffalo,68,Ohio,86,2013,1/9/2013,0
Texas Christian,45,Oklahoma State,63,2013,1/9/2013,0
Syracuse,72,Providence,66,2013,1/9/2013,0
High Point,54,Radford,59,2013,1/9/2013,0
Southern Miss,75,Rice,52,2013,1/9/2013,0
Rhode Island,61,Richmond,64,2013,1/9/2013,0
Butler,72,St. Joseph's,66,2013,1/9/2013,0
Louisville,73,Seton Hall,58,2013,1/9/2013,0
Villanova,61,South Florida,53,2013,1/9/2013,0
Rutgers,58,St. John's (NY),56,2013,1/9/2013,0
Washington State,67,Stanford,78,2013,1/9/2013,0
Ole Miss,92,Tennessee,74,2013,1/9/2013,0
West Virginia,57,Texas,53,2013,1/9/2013,0
Arkansas,51,Texas A&M,69,2013,1/9/2013,0
William & Mary,86,Towson,99,2013,1/9/2013,0
UTEP,66,Tulane,57,2013,1/9/2013,0
Dayton,62,VCU,74,2013,1/9/2013,0
Liberty,69,Virginia Military Institute,82,2013,1/9/2013,0
Boston College,86,Virginia Tech,75,2013,1/9/2013,0
Virginia,52,Wake Forest,55,2013,1/9/2013,0
Greenville (IL),48,Western Illinois,95,2013,1/9/2013,0
Southern Illinois,76,Wichita State,82,2013,1/9/2013,0
Cleveland State,53,Wright State,69,2013,1/9/2013,0
Boise State,63,Wyoming,61,2013,1/9/2013,0
Alabama A&M,61,Arkansas-Pine Bluff,77,2013,1/8/2013,0
Vermont,53,Boston University,63,2013,1/8/2013,0
Niagara,74,Brown,75,2013,1/8/2013,0
DePaul,78,UConn,99,2013,1/8/2013,0
Drake,61,Creighton,91,2013,1/8/2013,0
Army,58,Dartmouth,75,2013,1/8/2013,0
Northeastern,63,Drexel,58,2013,1/8/2013,0
Clemson,40,Duke,68,2013,1/8/2013,0
Pitt,73,Georgetown,45,2013,1/8/2013,0
Alcorn State,80,Grambling,46,2013,1/8/2013,0
Columbia,69,Holy Cross,78,2013,1/8/2013,0
Texas-Rio Grande Valley,70,Houston Baptist,60,2013,1/8/2013,0
Southern,80,Jackson State,67,2013,1/8/2013,0
Muhlenburg,46,Lehigh,81,2013,1/8/2013,0
Alabama State,69,Mississippi Valley State,65,2013,1/8/2013,0
Alabama,68,Missouri,84,2013,1/8/2013,0
Illinois State,55,Missouri State,62,2013,1/8/2013,0
Virginia-Lynchburg,28,North Carolina Central,97,2013,1/8/2013,0
Lafayette,85,Penn,83,2013,1/8/2013,0
Ohio State,74,Purdue,64,2013,1/8/2013,0
New Orleans,64,San Jose State,71,2013,1/8/2013,0
Allen,40,Savannah State,84,2013,1/8/2013,0
Baylor,82,Texas Tech,48,2013,1/8/2013,0
Appalachian State,50,Wofford,49,2013,1/8/2013,0
Albany (NY),71,Binghamton,59,2013,1/7/2013,0
Notre Dame,66,Cincinnati,60,2013,1/7/2013,0
UIC,50,Cleveland State,60,2013,1/7/2013,0
North Florida,73,Florida Gulf Coast,75,2013,1/7/2013,0
Bethune-Cookman,72,Florida International,74,2013,1/7/2013,0
James Madison,65,Hampton,69,2013,1/7/2013,0
Georgia State,50,Hofstra,52,2013,1/7/2013,0
Southeastern Louisiana,67,Lamar,63,2013,1/7/2013,0
South Carolina Upstate,98,Lipscomb,61,2013,1/7/2013,0
Nicholls State,64,McNeese State,63,2013,1/7/2013,0
ETSU,49,Northern Kentucky,44,2013,1/7/2013,0
Indiana,74,Penn State,51,2013,1/7/2013,0
Southern Utah,59,Sacramento State,64,2013,1/7/2013,0
Northwestern State,73,Sam Houston State,64,2013,1/7/2013,0
Jacksonville,72,Stetson,81,2013,1/7/2013,0
Warren Wilson,53,Western Carolina,78,2013,1/7/2013,0
Cornell,68,American,60,2013,1/6/2013,0
Colorado,56,Arizona State,65,2013,1/6/2013,0
Alabama State,58,Arkansas-Pine Bluff,73,2013,1/6/2013,0
Wichita State,69,Bradley,63,2013,1/6/2013,0
UTSA,50,Denver,75,2013,1/6/2013,0
Southern,82,Grambling,43,2013,1/6/2013,0
Manhattan,70,Iona,78,2013,1/6/2013,0
Alcorn State,51,Jackson State,48,2013,1/6/2013,0
Temple,62,Kansas,69,2013,1/6/2013,0
St. Peter's,58,Loyola (MD),74,2013,1/6/2013,0
Iowa,67,Michigan,95,2013,1/6/2013,0
Northwestern,51,Minnesota,69,2013,1/6/2013,0
Alabama A&M,68,Mississippi Valley State,79,2013,1/6/2013,0
Wisconsin,47,Nebraska,41,2013,1/6/2013,0
Oregon,79,Oregon State,66,2013,1/6/2013,0
Texas Southern,65,Prairie View,60,2013,1/6/2013,0
Siena,53,Rider,72,2013,1/6/2013,0
Syracuse,55,South Florida,44,2013,1/6/2013,0
Tulsa,48,SMU,47,2013,1/6/2013,0
UNC,52,Virginia,61,2013,1/6/2013,0
Florida,79,Yale,58,2013,1/6/2013,0
Oakland,45,Alabama,65,2013,1/5/2013,0
Utah,57,Arizona,60,2013,1/5/2013,0
Delaware State,51,Arkansas,86,2013,1/5/2013,0
Western Kentucky,61,Arkansas State,75,2013,1/5/2013,0
Columbia,64,Army,52,2013,1/5/2013,0
Texas,79,Baylor,86,2013,1/5/2013,0
Walla Walla,39,Boise State,106,2013,1/5/2013,0
North Carolina State,78,Boston College,73,2013,1/5/2013,0
Hartford,77,Boston University,74,2013,1/5/2013,0
New Orleans,44,Butler,57,2013,1/5/2013,0
UC-Irvine,67,Cal Poly,72,2013,1/5/2013,0
Cal State Fullerton,105,Cal State Northridge,86,2013,1/5/2013,0
Pacific,74,UC-Davis,64,2013,1/5/2013,0
Long Beach State,77,UCSB,70,2013,1/5/2013,0
Gardner-Webb,81,Campbell,93,2013,1/5/2013,0
Marist,64,Canisius,73,2013,1/5/2013,0
Florida A&M,69,UCF,99,2013,1/5/2013,0
St. John's (NY),53,Cincinnati,52,2013,1/5/2013,0
Western Carolina,72,Citadel,55,2013,1/5/2013,0
Florida State,71,Clemson,66,2013,1/5/2013,0
Furman,56,College of Charleston,60,2013,1/5/2013,0
St. Bonaventure,64,Colorado State,85,2013,1/5/2013,0
Howard,70,Coppin State,60,2013,1/5/2013,0
Indiana State,66,Creighton,79,2013,1/5/2013,0
Colgate,78,Dartmouth,62,2013,1/5/2013,0
North Carolina-Greensboro,53,Davidson,85,2013,1/5/2013,0
Alabama-Birmingham,71,Dayton,78,2013,1/5/2013,0
Green Bay,76,Detroit,84,2013,1/5/2013,0
Missouri State,77,Drake,65,2013,1/5/2013,0
Towson,69,Drexel,66,2013,1/5/2013,0
Wake Forest,62,Duke,80,2013,1/5/2013,0
North Carolina Wesleyan,60,East Carolina,91,2013,1/5/2013,0
Southern Illinois-Edwardsville,72,Eastern Kentucky,78,2013,1/5/2013,0
Princeton,74,Elon,64,2013,1/5/2013,0
Southern Illinois,68,Evansville,85,2013,1/5/2013,0
Jacksonville,55,Florida Gulf Coast,78,2013,1/5/2013,0
Louisiana,70,Florida International,75,2013,1/5/2013,0
North Carolina A&T,71,Georgia Southern,65,2013,1/5/2013,0
James Madison,52,Georgia State,68,2013,1/5/2013,0
Miami (FL),62,Georgia Tech,49,2013,1/5/2013,0
Rice,62,Harvard,92,2013,1/5/2013,0
UC-Riverside,61,Hawaii,76,2013,1/5/2013,0
Northern Colorado,63,Idaho State,86,2013,1/5/2013,0
Ohio State,55,Illinois,74,2013,1/5/2013,0
Northern Iowa,70,Illinois State,60,2013,1/5/2013,0
Nebraska-Omaha,78,IPFW,96,2013,1/5/2013,0
Tennessee State,66,Jacksonville State,57,2013,1/5/2013,0
Oklahoma State,67,Kansas State,73,2013,1/5/2013,0
Mercer,75,Kennesaw State,83,2013,1/5/2013,0
Penn,57,La Salle,74,2013,1/5/2013,0
North Carolina-Asheville,83,Liberty,69,2013,1/5/2013,0
ETSU,56,Lipscomb,60,2013,1/5/2013,0
Coastal Carolina,80,Longwood,72,2013,1/5/2013,0
Bethune-Cookman,63,LSU,79,2013,1/5/2013,0
Youngstown State,68,Loyola (IL),66,2013,1/5/2013,0
UMBC,66,Maine,81,2013,1/5/2013,0
Georgetown,48,Marquette,49,2013,1/5/2013,0
Virginia Tech,71,Maryland,94,2013,1/5/2013,0
Eastern Michigan,61,UMass,75,2013,1/5/2013,0
Purdue,61,Michigan State,84,2013,1/5/2013,0
Bucknell,64,Missouri,66,2013,1/5/2013,0
North Dakota State,63,UMKC,44,2013,1/5/2013,0
Portland State,55,Montana,62,2013,1/5/2013,0
Eastern Washington,68,Montana State,70,2013,1/5/2013,0
Eastern Illinois,50,Morehead State,65,2013,1/5/2013,0
St. Joseph's,70,Morgan State,60,2013,1/5/2013,0
Monmouth,59,Mount St. Mary's,71,2013,1/5/2013,0
Cal State Bakersfield,63,UNLV,84,2013,1/5/2013,0
Texas State,67,New Mexico State,78,2013,1/5/2013,0
Fairfield,67,Niagara,71,2013,1/5/2013,0
Oral Roberts,76,Nicholls State,63,2013,1/5/2013,0
Navy,68,Norfolk State,74,2013,1/5/2013,0
Louisiana-Monroe,81,North Texas,68,2013,1/5/2013,0
North Carolina-Wilmington,64,Northeastern,68,2013,1/5/2013,0
Southern Utah,90,Northern Arizona,77,2013,1/5/2013,0
South Carolina Upstate,60,Northern Kentucky,54,2013,1/5/2013,0
Lamar,58,Northwestern State,86,2013,1/5/2013,0
Seton Hall,74,Notre Dame,93,2013,1/5/2013,0
Marshall,57,Ohio,94,2013,1/5/2013,0
Delaware,84,Old Dominion,72,2013,1/5/2013,0
Portland,47,Pepperdine,54,2013,1/5/2013,0
Virginia Military Institute,86,Presbyterian,77,2013,1/5/2013,0
DePaul,83,Providence,73,2013,1/5/2013,0
LIU-Brooklyn,74,Quinnipiac,82,2013,1/5/2013,0
Charleston Southern,81,Radford,74,2013,1/5/2013,0
Central Connecticut,77,Robert Morris,70,2013,1/5/2013,0
Pitt,62,Rutgers,67,2013,1/5/2013,0
St. Francis (NY),65,Sacred Heart,66,2013,1/5/2013,0
Bryant,78,Saint Francis (PA),58,2013,1/5/2013,0
Loyola Marymount,61,Saint Mary's (CA),74,2013,1/5/2013,0
Chattanooga,74,Samford,70,2013,1/5/2013,0
BYU,80,San Francisco,76,2013,1/5/2013,0
Seattle,71,San Jose State,76,2013,1/5/2013,0
Gonzaga,81,Santa Clara,74,2013,1/5/2013,0
Middle Tennessee,60,South Alabama,56,2013,1/5/2013,0
South Carolina State,69,South Carolina,80,2013,1/5/2013,0
South Dakota State,71,South Dakota,74,2013,1/5/2013,0
Murray State,74,Southeast Missouri State,66,2013,1/5/2013,0
Central Arkansas,68,Southeastern Louisiana,72,2013,1/5/2013,0
University of California,72,USC,64,2013,1/5/2013,0
McNeese State,43,Stephen F. Austin,71,2013,1/5/2013,0
North Florida,90,Stetson,74,2013,1/5/2013,0
New Hampshire,49,Stony Brook,65,2013,1/5/2013,0
Austin Peay,74,UT-Martin,76,2013,1/5/2013,0
Belmont,83,Tennessee Tech,52,2013,1/5/2013,0
Louisiana Tech,55,Texas-Arlington,52,2013,1/5/2013,0
Texas Tech,62,Texas Christian,53,2013,1/5/2013,0
Arkansas-Little Rock,64,Troy,67,2013,1/5/2013,0
Stanford,60,UCLA,68,2013,1/5/2013,0
Idaho,75,Utah State,82,2013,1/5/2013,0
NJIT,57,Utah Valley,52,2013,1/5/2013,0
Albany (NY),45,Vermont,70,2013,1/5/2013,0
Lehigh,55,VCU,59,2013,1/5/2013,0
Fairleigh Dickinson,55,Wagner,68,2013,1/5/2013,0
Washington,68,Washington State,63,2013,1/5/2013,0
North Dakota,63,Weber State,95,2013,1/5/2013,0
Oklahoma,67,West Virginia,57,2013,1/5/2013,0
IUPUI,53,Western Illinois,57,2013,1/5/2013,0
George Mason,73,William & Mary,66,2013,1/5/2013,0
High Point,74,Winthrop,61,2013,1/5/2013,0
Milwaukee,51,Wright State,53,2013,1/5/2013,0
Jackson State,87,Alabama A&M,88,2013,1/4/2013,0
Grambling,56,Alabama State,69,2013,1/4/2013,0
Texas Southern,57,Alcorn State,48,2013,1/4/2013,0
George Washington,41,Georgia,52,2013,1/4/2013,0
Yale,61,Holy Cross,54,2013,1/4/2013,0
Rider,65,Loyola (MD),71,2013,1/4/2013,0
Fordham,68,Ole Miss,95,2013,1/4/2013,0
Brown,47,Rhode Island,59,2013,1/4/2013,0
Savannah State,59,Saint Louis,67,2013,1/4/2013,0
Manhattan,55,St. Peter's,53,2013,1/4/2013,0
Texas A&M-Corpus Christi,57,Sam Houston State,61,2013,1/4/2013,0
Iona,66,Siena,62,2013,1/4/2013,0
Prairie View,45,Southern,50,2013,1/4/2013,0
Memphis,85,Tennessee,80,2013,1/4/2013,0
Wofford,48,Tulane,62,2013,1/4/2013,0
Cleveland State,50,Valparaiso,74,2013,1/4/2013,0
Maryland-Eastern Shore,49,American,63,2013,1/3/2013,0
Colorado,83,Arizona,92,2013,1/3/2013,0
Western Kentucky,67,Arkansas-Little Rock,75,2013,1/3/2013,0
Middle Tennessee,60,Arkansas State,66,2013,1/3/2013,0
Loyola Marymount,51,BYU,92,2013,1/3/2013,0
Long Beach State,73,Cal Poly,79,2013,1/3/2013,0
UC-Riverside,65,Cal State Northridge,64,2013,1/3/2013,0
UC-Irvine,71,UCSB,74,2013,1/3/2013,0
Fairfield,66,Canisius,45,2013,1/3/2013,0
Texas State,53,Denver,64,2013,1/3/2013,0
Milwaukee,59,Detroit,74,2013,1/3/2013,0
Eastern Illinois,54,Eastern Kentucky,65,2013,1/3/2013,0
Louisiana,70,Florida Atlantic,75,2013,1/3/2013,0
Northeastern,84,George Mason,74,2013,1/3/2013,0
Cal State Fullerton,88,Hawaii,90,2013,1/3/2013,0
Texas-Rio Grande Valley,71,Houston,96,2013,1/3/2013,0
North Dakota,66,Idaho State,53,2013,1/3/2013,0
Belmont,73,Jacksonville State,62,2013,1/3/2013,0
South Alabama,77,Louisiana-Monroe,72,2013,1/3/2013,0
New Orleans,46,Mississippi State,97,2013,1/3/2013,0
South Dakota State,77,UMKC,61,2013,1/3/2013,0
Eastern Washington,66,Montana,81,2013,1/3/2013,0
Portland State,59,Montana State,62,2013,1/3/2013,0
Southern Illinois-Edwardsville,64,Morehead State,68,2013,1/3/2013,0
Fairleigh Dickinson,72,Mount St. Mary's,65,2013,1/3/2013,0
Chicago State,52,UNLV,74,2013,1/3/2013,0
UTSA,62,New Mexico State,82,2013,1/3/2013,0
Marist,72,Niagara,94,2013,1/3/2013,0
Central Arkansas,79,Nicholls State,83,2013,1/3/2013,0
Troy,59,North Texas,76,2013,1/3/2013,0
Sacramento State,50,Northern Arizona,57,2013,1/3/2013,0
Michigan,94,Northwestern,66,2013,1/3/2013,0
McNeese State,63,Northwestern State,78,2013,1/3/2013,0
Nebraska-Omaha,79,Oakland,91,2013,1/3/2013,0
Gonzaga,78,Pepperdine,62,2013,1/3/2013,0
St. Francis (NY),63,Quinnipiac,61,2013,1/3/2013,0
Bryant,84,Robert Morris,77,2013,1/3/2013,0
LIU-Brooklyn,73,Sacred Heart,77,2013,1/3/2013,0
Central Connecticut,60,Saint Francis (PA),67,2013,1/3/2013,0
Portland,50,San Diego,61,2013,1/3/2013,0
Idaho,64,San Jose State,55,2013,1/3/2013,0
North Dakota State,92,South Dakota,66,2013,1/3/2013,0
Austin Peay,84,Southeast Missouri State,86,2013,1/3/2013,0
Oral Roberts,86,Southeastern Louisiana,72,2013,1/3/2013,0
Stanford,69,USC,71,2013,1/3/2013,0
Dillard,41,Southern Miss,135,2013,1/3/2013,0
Lamar,43,Stephen F. Austin,79,2013,1/3/2013,0
Murray State,73,UT-Martin,62,2013,1/3/2013,0
Tennessee State,72,Tennessee Tech,66,2013,1/3/2013,0
Houston Baptist,59,Texas A&M,67,2013,1/3/2013,0
University of California,65,UCLA,79,2013,1/3/2013,0
Seattle,66,Utah State,75,2013,1/3/2013,0
Monmouth,56,Wagner,60,2013,1/3/2013,0
Northern Colorado,54,Weber State,79,2013,1/3/2013,0
Penn State,51,Wisconsin,60,2013,1/3/2013,0
Green Bay,53,Wright State,64,2013,1/3/2013,0
Coppin State,63,Akron,91,2013,1/2/2013,0
Grambling,53,Alabama A&M,78,2013,1/2/2013,0
Georgia Southern,61,Alabama-Birmingham,65,2013,1/2/2013,0
Jackson State,66,Alabama State,70,2013,1/2/2013,0
UMBC,48,Albany (NY),65,2013,1/2/2013,0
Prairie View,54,Alcorn State,68,2013,1/2/2013,0
Utah,54,Arizona State,55,2013,1/2/2013,0
Mississippi Valley State,64,Arkansas-Pine Bluff,79,2013,1/2/2013,0
Florida State,72,Auburn,78,2013,1/2/2013,0
Norfolk State,61,Ball State,62,2013,1/2/2013,0
Penn,57,Butler,70,2013,1/2/2013,0
South Florida,65,UCF,56,2013,1/2/2013,0
North Carolina-Asheville,63,Charlotte,71,2013,1/2/2013,0
Kent State,72,Cleveland State,55,2013,1/2/2013,0
UTEP,58,Colorado State,62,2013,1/2/2013,0
Colgate,59,Columbia,66,2013,1/2/2013,0
Bucknell,72,Cornell,56,2013,1/2/2013,0
Duke,67,Davidson,50,2013,1/2/2013,0
Seton Hall,73,DePaul,72,2013,1/2/2013,0
Wichita State,75,Drake,63,2013,1/2/2013,0
Campbell,86,East Carolina,81,2013,1/2/2013,0
VCU,109,ETSU,58,2013,1/2/2013,0
Missouri State,59,Evansville,62,2013,1/2/2013,0
Florida A&M,72,Florida International,88,2013,1/2/2013,0
Drexel,77,Georgia State,60,2013,1/2/2013,0
Chattanooga,58,Georgia Tech,74,2013,1/2/2013,0
Binghamton,68,Hartford,71,2013,1/2/2013,0
Youngstown State,60,UIC,65,2013,1/2/2013,0
Creighton,79,Illinois State,72,2013,1/2/2013,0
Navy,63,IPFW,68,2013,1/2/2013,0
Lipscomb,71,Jacksonville,85,2013,1/2/2013,0
Stetson,70,Kennesaw State,60,2013,1/2/2013,0
Eastern Michigan,38,Kentucky,90,2013,1/2/2013,0
NJIT,66,Lafayette,83,2013,1/2/2013,0
Providence,62,Louisville,80,2013,1/2/2013,0
Boston University,58,Maine,63,2013,1/2/2013,0
Delaware State,53,Marshall,51,2013,1/2/2013,0
Florida Gulf Coast,70,Mercer,77,2013,1/2/2013,0
La Salle,59,Miami (FL),76,2013,1/2/2013,0
UMass,70,Miami (OH),69,2013,1/2/2013,0
Vermont,64,New Hampshire,51,2013,1/2/2013,0
Radford,77,North Carolina A&T,81,2013,1/2/2013,0
Towson,79,North Carolina-Wilmington,74,2013,1/2/2013,0
Northern Kentucky,65,North Florida,52,2013,1/2/2013,0
Indiana State,65,Northern Iowa,61,2013,1/2/2013,0
Nebraska,44,Ohio State,70,2013,1/2/2013,0
James Madison,58,Old Dominion,55,2013,1/2/2013,0
Illinois,61,Purdue,68,2013,1/2/2013,0
Air Force,68,Richmond,91,2013,1/2/2013,0
Cal State Bakersfield,57,San Diego State,72,2013,1/2/2013,0
San Francisco,69,Santa Clara,74,2013,1/2/2013,0
Hampton,49,South Carolina Upstate,68,2013,1/2/2013,0
Texas Southern,57,Southern,63,2013,1/2/2013,0
Bradley,66,Southern Illinois,60,2013,1/2/2013,0
Wyoming,59,SMU,56,2013,1/2/2013,0
Rutgers,53,Syracuse,78,2013,1/2/2013,0
Boise State,64,Texas-Arlington,46,2013,1/2/2013,0
Buffalo,57,Tulsa,63,2013,1/2/2013,0
Loyola (IL),63,Valparaiso,54,2013,1/2/2013,0
William & Mary,50,Vanderbilt,64,2013,1/2/2013,0
St. John's (NY),86,Villanova,98,2013,1/2/2013,0
Shenandoah,54,Virginia Military Institute,110,2013,1/2/2013,0
Xavier,59,Wake Forest,66,2013,1/2/2013,0
Savannah State,35,Western Illinois,39,2013,1/2/2013,0
North Carolina Central,64,Winthrop,57,2013,1/2/2013,0
Citadel,51,Clemson,92,2013,1/1/2013,0
Hofstra,57,Florida Atlantic,61,2013,1/1/2013,0
Yale,70,Iowa State,80,2013,1/1/2013,0
Stony Brook,50,Manhattan,44,2013,1/1/2013,0
UConn,76,Marquette,82,2013,1/1/2013,0
IUPUI,63,Maryland,81,2013,1/1/2013,0
Montreat,35,Presbyterian,77,2013,1/1/2013,0
Brown,50,Albany (NY),57,2013,12/31/2012,0
Dartmouth,58,Boston College,79,2013,12/31/2012,0
Central Baptist,82,Central Arkansas,107,2013,12/31/2012,0
Rider,66,Delaware,73,2013,12/31/2012,0
St. Joseph's,63,Drexel,49,2013,12/31/2012,0
Manchester,49,Elon,84,2013,12/31/2012,0
Monmouth,71,Fordham,82,2013,12/31/2012,0
Army,95,Houston Baptist,86,2013,12/31/2012,0
Indiana,69,Iowa,65,2013,12/31/2012,0
Northern Kentucky,51,Jacksonville,53,2013,12/31/2012,0
South Dakota,50,Kansas State,70,2013,12/31/2012,0
Florida Gulf Coast,68,Kennesaw State,59,2013,12/31/2012,0
Fairleigh Dickinson,79,Longwood,71,2013,12/31/2012,0
New Mexico State,72,Louisiana Tech,81,2013,12/31/2012,0
College of Charleston,85,Marist,75,2013,12/31/2012,0
Stetson,64,Mercer,70,2013,12/31/2012,0
North Texas,57,Middle Tennessee,75,2013,12/31/2012,0
Michigan State,63,Minnesota,76,2013,12/31/2012,0
UMKC,65,Nebraska-Omaha,77,2013,12/31/2012,0
North Carolina-Greensboro,68,North Carolina State,89,2013,12/31/2012,0
Lipscomb,70,North Florida,84,2013,12/31/2012,0
LeTourneau,52,Northwestern State,102,2013,12/31/2012,0
Texas A&M-Corpus Christi,42,Oklahoma,72,2013,12/31/2012,0
Gonzaga,69,Oklahoma State,68,2013,12/31/2012,0
Nevada,43,Oregon,56,2013,12/31/2012,0
Texas-Rio Grande Valley,59,Oregon State,84,2013,12/31/2012,0
Cincinnati,70,Pitt,61,2013,12/31/2012,0
New Mexico,46,Saint Louis,60,2013,12/31/2012,0
Harvard,69,Saint Mary's (CA),70,2013,12/31/2012,0
William Carey,59,Southern Miss,89,2013,12/31/2012,0
Iona,93,St. Bonaventure,74,2013,12/31/2012,0
Central Connecticut,62,Syracuse,96,2013,12/31/2012,0
Bowling Green State,57,Temple,75,2013,12/31/2012,0
Jacksonville State,64,UT-Martin,54,2013,12/31/2012,0
Denver,50,Texas-Arlington,35,2013,12/31/2012,0
San Jose State,80,UTSA,67,2013,12/31/2012,0
Utah State,81,Texas State,57,2013,12/31/2012,0
Florida A&M,56,Texas Tech,70,2013,12/31/2012,0
Chicago State,58,Toledo,53,2013,12/31/2012,0
Liberty,63,Western Carolina,62,2013,12/31/2012,0
Princeton,58,Akron,62,2013,12/30/2012,0
Tulane,53,Alabama,50,2013,12/30/2012,0
Milligan,51,Appalachian State,71,2013,12/30/2012,0
Cornell,79,Binghamton,77,2013,12/30/2012,0
Corban,49,Boise State,105,2013,12/30/2012,0
North Carolina A&T,52,Cal State Bakersfield,60,2013,12/30/2012,0
Greensboro,65,Coastal Carolina,85,2013,12/30/2012,0
New Hampshire,63,Colgate,65,2013,12/30/2012,0
Canisius,78,Detroit,83,2013,12/30/2012,0
Sonoma State,64,Fresno State,89,2013,12/30/2012,0
Sacred Heart,38,George Washington,77,2013,12/30/2012,0
Illinois-Springfield,43,Green Bay,84,2013,12/30/2012,0
Cal State Northridge,71,Hawaii,74,2013,12/30/2012,0
Illinois State,75,Indiana State,77,2013,12/30/2012,0
Fairmont State,75,Kent State,77,2013,12/30/2012,0
Loyola (MD),64,Memphis,78,2013,12/30/2012,0
Wilmington (OH),67,Miami (OH),84,2013,12/30/2012,0
Alabama A&M,59,Mississippi State,57,2013,12/30/2012,0
Southern Illinois,59,Missouri State,70,2013,12/30/2012,0
Union (KY),67,Morehead State,114,2013,12/30/2012,0
St. Francis (NY),89,NJIT,87,2013,12/30/2012,0
Bluefield College (VA),66,North Carolina-Asheville,95,2013,12/30/2012,0
Yale,62,Saint Mary's (CA),78,2013,12/30/2012,0
Coastal Georgia,55,South Carolina Upstate,85,2013,12/30/2012,0
Dayton,61,USC,63,2013,12/30/2012,0
Furman,53,SMU,72,2013,12/30/2012,0
Mississippi Valley State,64,Texas Christian,67,2013,12/30/2012,0
Wofford,39,Virginia,74,2013,12/30/2012,0
Eastern Kentucky,67,West Virginia,74,2013,12/30/2012,0
Northern Iowa,41,Wichita State,66,2013,12/30/2012,0
Hampton,43,Winthrop,50,2013,12/30/2012,0
Mount St. Joseph,49,Wright State,58,2013,12/30/2012,0
Florida,78,Air Force,61,2013,12/29/2012,0
Northeastern,63,Alabama-Birmingham,83,2013,12/29/2012,0
Auburn Montgomery,50,Alabama State,73,2013,12/29/2012,0
Coppin State,52,Arizona State,68,2013,12/29/2012,0
Northwestern State,61,Arkansas,79,2013,12/29/2012,0
Illinois,81,Auburn,79,2013,12/29/2012,0
High Point,76,Austin Peay,74,2013,12/29/2012,0
UCF,66,Belmont,63,2013,12/29/2012,0
Holy Cross,60,Boston College,70,2013,12/29/2012,0
Howard,44,Boston University,71,2013,12/29/2012,0
Drake,57,Bradley,67,2013,12/29/2012,0
Virginia Tech,71,BYU,97,2013,12/29/2012,0
UCSB,79,Cal State Fullerton,86,2013,12/29/2012,0
Harvard,67,University of California,62,2013,12/29/2012,0
UC-Davis,58,UC-Irvine,69,2013,12/29/2012,0
Cal Poly,58,UC-Riverside,48,2013,12/29/2012,0
North Carolina-Wilmington,60,Campbell,72,2013,12/29/2012,0
St. Peter's,71,Central Connecticut,69,2013,12/29/2012,0
Virginia Intermont,59,Charleston Southern,105,2013,12/29/2012,0
Utah Valley,69,Chattanooga,76,2013,12/29/2012,0
Hartford,52,Colorado,80,2013,12/29/2012,0
Adams State,55,Colorado State,80,2013,12/29/2012,0
Manhattan,58,Columbia,69,2013,12/29/2012,0
Washington,53,UConn,61,2013,12/29/2012,0
Evansville,70,Creighton,87,2013,12/29/2012,0
Loyola (IL),69,DePaul,61,2013,12/29/2012,0
Santa Clara,77,Duke,90,2013,12/29/2012,0
Norfolk State,63,East Carolina,74,2013,12/29/2012,0
Tulsa,63,Florida State,82,2013,12/29/2012,0
Florida A&M,73,Georgia,82,2013,12/29/2012,0
Georgia State,64,Georgia Southern,68,2013,12/29/2012,0
Fordham,48,Georgia Tech,73,2013,12/29/2012,0
Prairie View,75,Houston,80,2013,12/29/2012,0
Washington State,74,Idaho State,39,2013,12/29/2012,0
Oakland,84,IUPUI,62,2013,12/29/2012,0
Tennessee Tech,62,Jacksonville State,83,2013,12/29/2012,0
American,57,Kansas,89,2013,12/29/2012,0
UMKC,44,Kansas State,52,2013,12/29/2012,0
LIU-Brooklyn,80,Lamar,81,2013,12/29/2012,0
Bryant,80,Lehigh,79,2013,12/29/2012,0
Pacific,63,Long Beach State,67,2013,12/29/2012,0
Arkansas-Little Rock,70,Louisiana,79,2013,12/29/2012,0
Florida Atlantic,64,Louisiana-Monroe,65,2013,12/29/2012,0
Denver,60,Louisiana Tech,68,2013,12/29/2012,0
Kentucky,77,Louisville,80,2013,12/29/2012,0
Cal State Bakersfield,66,Loyola Marymount,73,2013,12/29/2012,0
North Carolina Central,66,Marquette,75,2013,12/29/2012,0
Delaware State,50,Maryland,79,2013,12/29/2012,0
